id,Area,BHK,Bathroom,Furnishing,Locality,Place,Parking,Price,Status,Transaction,Type,Per_Sqft
369,1200,3,3,Semi-Furnished,Chittaranjan Park carpet area 1200 sqft status Ready to Move floor 2 out of 4 floors transaction New Property furnishing Semi-Furnished facing North - East overlooking Garden/Park bathroom 3 balcony 2 ownership Freehold Newly Constructed Property Newly Constructed Property brand new 1st floor 3bedroom attach bathrooms stilt car parking modular kitchen air condition prime location c r park read more Contact Agent View Phone No. Share Feedback Nirmala Associates Certified Agent Trusted by Users Genuine Listings 1500+ Buyers Served,Chittarajan,1,22200000,Ready_to_move,New_Property,Builder_Floor,18333
370,2170,4,4,Unfurnished,Rohini Sector 23,Rohini,2,22000000,Ready_to_move,New_Property,Builder_Floor,5255
371,1143,3,3,Unfurnished,"Vikram Vihar, Lajpat Nagar",Lajpat,2,22000000,Ready_to_move,New_Property,Builder_Floor,22000
372,1350,3,3,Semi-Furnished,Lajpat Nagar 2,Lajpat,2,22000000,Ready_to_move,Resale,Builder_Floor,18507
373,720,6,5,Furnished,"Yamuna Vihar, Shahdara",shahdara,1,22000000,Ready_to_move,Resale,Builder_Floor,35714
374,1000,3,3,Semi-Furnished,"Vikram Vihar, Lajpat Nagar",Lajpat,1,22000000,Ready_to_move,New_Property,Builder_Floor,22000
375,1710,3,3,Unfurnished,"Pushkar Enclave, Paschim Vihar",Paschim vihar,1,22000000,Ready_to_move,Resale,Builder_Floor,
376,1818,3,3,Unfurnished,Paschim Vihar,Paschim vihar,1,22000000,Ready_to_move,Resale,Builder_Floor,
377,1017,3,3,Semi-Furnished,"The Amaryllis, Karol Bagh",karol bagh,1,22000000,Ready_to_move,New_Property,Apartment,14776
378,1200,3,3,Unfurnished,Chittaranjan Park,Chittarajan,1,22000000,Ready_to_move,New_Property,Builder_Floor,18333
379,1512,2,2,Furnished,"Yamuna Vihar, Shahdara",shahdara,1,22000000,Ready_to_move,Resale,Builder_Floor,14550
380,1300,3,3,Semi-Furnished,"DDA Flats Sector E Pocket 1, Vasant Kunj",Vasant kunj,1,21900000,Ready_to_move,Resale,Apartment,20833
381,1500,3,2,Semi-Furnished,"RWA Flats, Saket",saket,2,21500000,Ready_to_move,Resale,Apartment,28846
382,904.1676,2,2,Furnished,"Taj Enclave, Khairatabad", Khairatabad,1,21500000,Ready_to_move,New_Property,Apartment,6667
383,1800,4,2,Semi-Furnished,"Tara Apartment, Alaknanda",Alaknanda,1,21500000,Ready_to_move,Resale,Apartment,
384,1800,3,3,Unfurnished,Patel Nagar West,Patel Nagar,3,21100000,Ready_to_move,Resale,Builder_Floor,11722
385,1260,3,3,Semi-Furnished,Lajpat Nagar 3,Lajpat,2,21000000,Ready_to_move,Resale,Builder_Floor,
386,1350,3,3,Semi-Furnished,"Narmada Apartment, Alaknanda",Alaknanda,2,21000000,Ready_to_move,Resale,Apartment,
387,1500,3,3,Semi-Furnished,"Project Gangotri Enclave, Alaknanda",Alaknanda,2,21000000,Ready_to_move,Resale,Apartment,12500
388,1600,3,3,Semi-Furnished,Sheikh Sarai Phase 1,Sheikh Sarai,2,21000000,Ready_to_move,New_Property,Builder_Floor,
389,1600,3,3,Semi-Furnished,Sheikh Sarai Phase 1,Sheikh Sarai,2,21000000,Ready_to_move,Resale,Apartment,13125
390,1300,3,3,Semi-Furnished,Kalkaji,kalkaji,2,21000000,Ready_to_move,Resale,Builder_Floor,
391,2160,4,4,Furnished,Rohini Sector 19,Rohini,1,21000000,Ready_to_move,New_Property,Builder_Floor,9722
392,1260,3,3,Semi-Furnished,Lajpat Nagar 3,Lajpat,1,21000000,Ready_to_move,Resale,Builder_Floor,
393,2160,4,3,Unfurnished,"Chander Lok Apartment, Dwarka Sector 19",dwarka,1,21000000,Ready_to_move,Resale,Apartment,3524
394,1350,3,3,Unfurnished,Lajpat Nagar 3,Lajpat,1,21000000,Ready_to_move,Resale,Builder_Floor,15556
395,1350,3,3,Semi-Furnished,Lajpat Nagar 3,Lajpat,1,21000000,Ready_to_move,Resale,Builder_Floor,15556
396,1150,3,3,Semi-Furnished,Paschim Vihar Block B2,Paschim vihar,1,21000000,Ready_to_move,Resale,Builder_Floor,
397,1580,3,2,Furnished,"Shubh Niketan, Paschim Vihar",Paschim vihar,1,21000000,Ready_to_move,Resale,Apartment,11111
398,1800,2,2,Furnished,Kalkaji,kalkaji,1,21000000,Ready_to_move,Resale,Builder_Floor,
399,1200,3,2,Semi-Furnished,"The Amaryllis, Karol Bagh",karol bagh,1,20900000,Almost_ready,Resale,Apartment,13324
400,2250,3,3,Semi-Furnished,Punjabi Bagh West,Punjabi Bhag,2,20500000,Ready_to_move,Resale,Apartment,11905
401,1700,4,3,Unfurnished,"Neelachal, Dwarka Sector 5",dwarka,1,20500000,Ready_to_move,Resale,Apartment,3524
402,1500,3,2,Semi-Furnished,Saket,saket,1,20500000,Ready_to_move,Resale,Apartment,18055
403,900,2,2,Semi-Furnished,"Kailash Colony, Greater Kailash",kailash,3,20000000,Ready_to_move,Resale,Builder_Floor,11111
404,900,3,3,Furnished,Vasant Kunj,Vasant kunj,2,20000000,Ready_to_move,Resale,Builder_Floor,14358
405,1250,3,3,Semi-Furnished,"Narmada Apartment, Alaknanda",Alaknanda,2,20000000,Ready_to_move,New_Property,Apartment,
406,1800,3,3,Furnished,"Aravali Apartments, Alaknanda",Alaknanda,2,20000000,Ready_to_move,New_Property,Apartment,
407,1600,3,3,Semi-Furnished,"Narmada Apartment, Alaknanda",Alaknanda,2,20000000,Ready_to_move,Resale,Apartment,12500
408,1350,3,3,Unfurnished,Sheikh Sarai Phase 1,Sheikh Sarai,2,20000000,Ready_to_move,Resale,Apartment,12307
409,1290,3,2,Semi-Furnished,Malviya Nagar,Malviya Nagar,2,20000000,Ready_to_move,Resale,Builder_Floor,7200
410,1680,4,5,Semi-Furnished,Patel Nagar West,Patel Nagar,1,20000000,Ready_to_move,Resale,Builder_Floor,23840
411,2300,4,4,Semi-Furnished,Rohini Sector 23,Rohini,1,20000000,Ready_to_move,New_Property,Builder_Floor,5255
412,1300,3,3,Furnished,"Sidharth Enclave, Kilokri, Ring Road",kilokri,1,20000000,Ready_to_move,New_Property,Apartment,15384
413,1600,4,3,Furnished,"Mangal Apartment, Vasundhara Enclave carpet area 1600 sqft status Ready to Move floor 4 out of 7 floors transaction Resale furnishing Furnished facing South - East overlooking Garden/Park, Main Road society Mangal Apartment car parking 1 Open bathroom 3 balcony 1 ownership Freehold Fully furnished , complete marble flooring, ready to move in. Contact Owner View Phone No. Share Feedback Owner Shailendra",Vasundhara,1,20000000,Ready_to_move,Resale,Apartment,
414,1206,3,3,Semi-Furnished,Karol Bagh,karol bagh,1,20000000,Ready_to_move,Resale,Builder_Floor,16584
415,1646,3,3,Unfurnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",Moti Nagar,1,20000000,Ready_to_move,Resale,Apartment,12151
416,1000,2,2,Furnished,Lajpat Nagar 3,Lajpat,1,20000000,Ready_to_move,Resale,Apartment,20000
417,1200,3,2,Semi-Furnished,"DDA Flats Vasant Kunj, Vasant Kunj carpet area 1200 sqft status Ready to Move floor 5 out of 7 floors transaction Resale furnishing Semi-Furnished facing North - West overlooking Garden/Park, Main Road society DDA Flats Vasant Kunj car parking 1 Covered, 1 Open bathroom 2 balcony 2 ownership Freehold A southEAST facing 3 bhk resale flat is available in the promising locality of sectorE vasant kunj vasant kunj, delhi south. It is a ready to move in spacious flat and is located on the 5th floor. Every single detail of the flat is carefully designed. This property offers quality specifications such as lifts, park, water storage and securityfire alar. It is a gated society flat. It provides a spectacular view of the main road and parkgarden. The apartment is priced at rs. 2 cr. It is a freehold property, with a super builtUp area of 1600 sq. Ft. The property price is negotiable. read more Contact Agent Enquire Now Share Feedback Crisil Silver Agent Link Properties Pvt. Ltd. 5000+ Buyers Served",Vasant kunj,1,20000000,Ready_to_move,Resale,Apartment,
418,1501,3,2,Semi-Furnished,"The Amaryllis, Karol Bagh",karol bagh,1,20000000,Almost_ready,Resale,Apartment,13324
419,1550,3,2,Unfurnished,"New Moti Nagar, Kirti Nagar",Moti Nagar,3,19500000,Ready_to_move,Resale,Apartment,10838
420,1500,3,3,Semi-Furnished,Patel Nagar West,Patel Nagar,2,19500000,Ready_to_move,Resale,Builder_Floor,8421
421,1000,3,3,Semi-Furnished,"Narmada Apartment, Alaknanda",Alaknanda,2,19500000,Ready_to_move,Resale,Apartment,
422,1600,4,2,Furnished,"Sanchar Vihar Apartment, Aashirwaad Chowk, Dwarka",dwarka,1,19500000,Ready_to_move,Resale,Apartment,
423,1800,4,3,Furnished,"Ashoka Enclave Apartment, Dwarka Sector 11",dwarka,1,19200000,Ready_to_move,Resale,Apartment,3524
424,1800,3,4,Semi-Furnished,Sheikh Sarai Phase 1,Sheikh Sarai,2,19000000,Ready_to_move,Resale,Apartment,10556
425,1700,3,3,Furnished,Lajpat Nagar 3,Lajpat,2,19000000,Ready_to_move,Resale,Builder_Floor,20000
426,1300,3,3,Unfurnished,"Project Gangotri Enclave, Gangotri Enclave, Alaknanda",Alaknanda,2,19000000,Ready_to_move,Resale,Apartment,12500
427,1400,3,2,Semi-Furnished,Sheikh Sarai Phase 1,Sheikh Sarai,2,19000000,Ready_to_move,Resale,Apartment,13571
428,1250,2,4,Semi-Furnished,Sheikh Sarai,Sheikh Sarai,1,19000000,Ready_to_move,Resale,Builder_Floor,
429,1440,3,3,Unfurnished,Alaknanda,Alaknanda,1,19000000,Ready_to_move,Resale,Apartment,12500
430,1400,3,3,Furnished,"Tara Apartment, Alaknanda carpet area 1400 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Furnished facing North - East overlooking Garden/Park society Tara Apartment car parking 1 Covered, 1 Open bathroom 3 balcony 4 ownership Freehold Near Alaknanda Main Market, Jamia Humderd University & Batra hospital. A very good 3 bhk flat for sale in rwa Tara Apartment, delhi south. It is a superb property and offers an excellent view. The flat is unfurnished. It promises a comfortable stay. It is feng shuivaastu compliant, which is considered to bring positive energy. The appeal of the flat has been increased with the availability of a pipedGa. Indeed, the society too has multiple facilities for enjoyment, such as club housecommunity center and fitness centregym etc. It also has rain water harvesting system. It has a super builtUp area of 180 sq. Yards. Other f read more Contact Agent View Phone No. Share Feedback Agent Sulabh Estate",Alaknanda,1,19000000,Ready_to_move,Resale,Apartment,11538
431,1400,3,3,Semi-Furnished,Alaknanda,Alaknanda,1,19000000,Ready_to_move,Resale,Apartment,11538
432,1753,3,3,Unfurnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",Moti Nagar,1,19000000,Ready_to_move,Resale,Apartment,10838
433,1350,3,2,Unfurnished,"Anupam Enclave, Saket",saket,1,19000000,Ready_to_move,Resale,Builder_Floor,14074
434,1400,3,2,Unfurnished,Alaknanda,Alaknanda,1,19000000,Ready_to_move,Resale,Apartment,12500
435,1600,3,4,Unfurnished,Sheikh Sarai Phase 1,Sheikh Sarai,1,18800000,Ready_to_move,Resale,Apartment,10556
436,1100,3,3,Unfurnished,"Safdarjung Development Area, Hauz Khas",Safdarjung Enclave,2,18500000,Ready_to_move,Resale,Apartment,30000
437,675,4,2,Furnished,"Yamuna Vihar, Shahdara",shahdara,2,18500000,Ready_to_move,Resale,Builder_Floor,35714
438,1600,3,2,Semi-Furnished,"DDA Flats Vasant Kunj, Vasant Kunj",Vasant kunj,2,18500000,Ready_to_move,Resale,Apartment,
439,1200,2,2,Furnished,"Deshbandhu Apartments, Kalkaji",kalkaji,2,18500000,Ready_to_move,Resale,Apartment,
440,11050,3,3,Unfurnished,Chittaranjan Park,Chittarajan,1,18500000,Ready_to_move,New_Property,Builder_Floor,12916
441,2250,3,2,Furnished,"Yamuna Vihar, Shahdara",shahdara,1,18500000,Ready_to_move,Resale,Builder_Floor,8222
442,1300,3,2,Unfurnished,"Nilgiri Apartment, Alaknanda",Alaknanda,1,18500000,Ready_to_move,Resale,Apartment,11538
443,1252,2,2,Semi-Furnished,"The Amaryllis, Karol Bagh",karol bagh,1,18500000,Almost_ready,New_Property,Apartment,14776
444,1350,3,2,Unfurnished,"New Moti Nagar, Kirti Nagar",Moti Nagar,1,18500000,Ready_to_move,Resale,Apartment,
445,1155,2,2,Semi-Furnished,"Pal Mohan Apartments, Punjabi Bagh",Punjabi Bhag,1,18500000,Ready_to_move,Resale,Builder_Floor,15278
446,1500,3,2,Semi-Furnished,"Sunder Apartments, Sunder Vihar, Paschim Vihar",Paschim vihar,2,18000000,Ready_to_move,Resale,Apartment,10943
447,1650,3,3,Furnished,"Hum Sub Apartment, Aashirwaad Chowk, Dwarka",dwarka,1,18000000,Ready_to_move,Resale,Apartment,
448,1400,3,3,Furnished,"Narmada Apartment, Alaknanda carpet area 1400 sqft status Ready to Move floor Ground out of 3 floors transaction Resale furnishing Furnished facing North - East overlooking Garden/Park, Main Road society Narmada Apartment car parking 1 Open bathroom 3 balcony 1 ownership Freehold Near Alaknanda Main Market & Greater Kailash Metro Station. A very good 3 bhk flat for sale in rwa Narmada Apartment, delhi south. It is a superb property and offers an excellent view. The flat is unfurnished. It promises a comfortable stay. It is feng shuivaastu compliant, which is considered to bring positive energy. The appeal of the flat has been increased with the availability of a pipedGa. Indeed, the society too has multiple facilities for enjoyment, such as club housecommunity center and fitness centregym etc. It also has rain water harvesting system. It has a super builtUp area of 180 sq. Yards. read more Contact Agent View Phone No. Share Feedback Agent Sulabh Estate",Alaknanda,1,18000000,Ready_to_move,Resale,Apartment,12500
449,1240,3,3,Unfurnished,"DLF Capital Greens, Moti Nagar, Kirti Nagar ( 1 km from New Moti Nagar, Kirti Nagar)",Moti Nagar,1,18000000,Ready_to_move,Resale,Apartment,
450,1070,2,3,Semi-Furnished,Chittaranjan Park,Chittarajan,1,18000000,Ready_to_move,New_Property,Builder_Floor,20938
451,1000,2,2,Semi-Furnished,"Kalkaji super area 1000 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Semi-Furnished facing North - West overlooking Garden/Park, Main Road car parking 1 Covered, 1 Open bathroom 2 balcony 2 ownership Freehold Very beautiful 3 bedroom with attached washroom , drawing dining , modular kitchen , ac , servant room , power backup, powder room, separate underground and overhead water tanks, walking distance to market , easy access to ring road . For more details and site visit please contact cosmo properties. read more Contact Agent View Phone No. Share Feedback Agent Zee Associates",kalkaji,1,18000000,Ready_to_move,Resale,Builder_Floor,18000
452,1400,4,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Mathura Road,2,17800000,Ready_to_move,Resale,Apartment,
453,1500,4,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Mathura Road,2,17800000,Ready_to_move,Resale,Apartment,
454,1800,4,2,Furnished,"Rajgarh Colony, Shahdara",shahdara,0,17500000,Ready_to_move,Resale,Builder_Floor,9722
455,875,3,3,Semi-Furnished,Chittaranjan Park,Chittarajan,3,17500000,Ready_to_move,New_Property,Builder_Floor,12916
456,1429,3,3,Unfurnished,"New Moti Nagar, Kirti Nagar",Moti Nagar,2,17500000,Ready_to_move,Resale,Apartment,
457,1200,2,2,Semi-Furnished,Alaknanda,Alaknanda,2,17500000,Ready_to_move,Resale,Apartment,12500
458,1550,4,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Mathura Road,2,17500000,Ready_to_move,Resale,Apartment,
459,1400,3,2,Semi-Furnished,"New Moti Nagar, Kirti Nagar",Moti Nagar,2,17500000,Ready_to_move,Resale,Apartment,8889
460,1250,2,1,Semi-Furnished,Sheikh Sarai Phase 1,Sheikh Sarai,2,17500000,Ready_to_move,Resale,Apartment,65714
461,2800,5,4,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",Rohini,1,17500000,Ready_to_move,New_Property,Apartment,6250
462,1000,2,2,Unfurnished,"DDA Flats Vasant Kunj, Vasant Kunj",Vasant kunj,1,17500000,Ready_to_move,Resale,Apartment,20833
463,1350,3,2,Semi-Furnished,"Nehru Enclave, Kalkaji",kalkaji,1,17500000,Ready_to_move,Resale,Builder_Floor,6878
464,1400,4,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Mathura Road,2,17400000,Ready_to_move,Resale,Apartment,
465,1500,3,2,Unfurnished,"Kunj Vihar Apartment, Dwarka Sector 12",dwarka,1,17400000,Ready_to_move,Resale,Apartment,3524
466,1500,3,2,Unfurnished,"Kunj Vihar Apartment, Dwarka Sector 12",dwarka,1,17400000,Ready_to_move,Resale,Apartment,22222
467,1750,3,3,Furnished,"Green Heavens Apartment, Aashirwaad Chowk, Dwarka",dwarka,1,17200000,Ready_to_move,Resale,Apartment,
468,1700,3,3,Semi-Furnished,"Aashirwaad Chowk, Dwarka",dwarka,1,17200000,Ready_to_move,Resale,Apartment,
469,1700,3,2,Semi-Furnished,"Sunny Valley Apartments, Dwarka",dwarka,1,17200000,Ready_to_move,Resale,Apartment,3524
470,1700,3,2,Semi-Furnished,"Sunny Valley Apartments, Dwarka",dwarka,1,17200000,Ready_to_move,Resale,Apartment,24718
471,540,5,2,None,"Gandhi Nagar, Shahdara",shahdara,0,17000000,Ready_to_move,Resale,None,58000
472,1200,3,2,Semi-Furnished,"Kailash Colony, Greater Kailash",kailash,3,17000000,Ready_to_move,Resale,Builder_Floor,21409
473,1200,10,4,Semi-Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Mathura Road,2,17000000,Ready_to_move,Resale,Apartment,
474,1500,3,3,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar Pocket K",sarita vihar,2,17000000,Ready_to_move,Resale,Apartment,
475,1300,3,2,Semi-Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Mathura Road,2,17000000,Ready_to_move,Resale,Apartment,
476,1100,4,3,Semi-Furnished,Rohini Sector 16,Rohini,1,17000000,Ready_to_move,New_Property,Builder_Floor,6154
477,1184,2,2,Semi-Furnished,"Ganga Apartment Sector D Pocket 6, Vasant Kunj",Vasant kunj,1,17000000,Ready_to_move,Resale,Apartment,14358
478,972,2,2,Semi-Furnished,Safdarjung Enclave,Safdarjung Enclave,1,17000000,Ready_to_move,Resale,Apartment,14818
479,100,3,2,Semi-Furnished,Malviya Nagar,Malviya Nagar,1,17000000,Ready_to_move,Resale,Builder_Floor,14888
480,1700,3,2,Furnished,"DDA Flats Block A, Dilshad Garden",Dilshad,1,17000000,Ready_to_move,Resale,Apartment,9200
481,1600,3,2,Semi-Furnished,"DDA Flats Block A, Dilshad Garden",Dilshad,1,17000000,Ready_to_move,Resale,Apartment,10625
482,987,2,2,Semi-Furnished,"The Amaryllis, Karol Bagh",karol bagh,1,17000000,Ready_to_move,New_Property,Apartment,14366
483,1585,3,3,Semi-Furnished,"Sarve Satyam Apartment, Aashirwaad Chowk, Dwarka",dwarka,1,16600000,Ready_to_move,Resale,Apartment,
484,700,2,2,Unfurnished,Alaknanda,Alaknanda,0,16500000,Ready_to_move,Resale,Apartment,
485,1100,2,2,Semi-Furnished,Vasant Kunj,Vasant kunj,3,16500000,Ready_to_move,Resale,Apartment,21818
486,1260,3,3,Semi-Furnished,Kalkaji,kalkaji,2,16500000,Ready_to_move,Resale,Builder_Floor,
487,1800,4,3,Semi-Furnished,"Neelachal, Aashirwaad Chowk, Dwarka",dwarka,1,16500000,Ready_to_move,Resale,Apartment,
488,1460,3,3,Semi-Furnished,"Pawittra Apartment, Vasundhara Enclave",Vasundhara,1,16500000,Ready_to_move,Resale,Apartment,9655
489,1200,3,3,Semi-Furnished,Chittaranjan Park,Chittarajan,1,16500000,Ready_to_move,Resale,Builder_Floor,12916
490,1800,4,2,Semi-Furnished,"MeeraBai Apartment, Dwarka Sector 5",dwarka,1,16500000,Ready_to_move,Resale,Apartment,3524
491,750,2,2,Semi-Furnished,Lajpat Nagar 2,Lajpat,1,16500000,Ready_to_move,New_Property,Builder_Floor,7000
492,1700,3,2,Furnished,"Green Heavens Apartment, Aashirwaad Chowk, Dwarka",dwarka,1,16500000,Ready_to_move,Resale,Apartment,10700
493,1150,2,2,Unfurnished,"Narmada Apartment, Alaknanda",Alaknanda,1,16500000,Ready_to_move,Resale,Apartment,12500
494,1400,2,2,Unfurnished,"Nilgiri Apartment, Alaknanda",Alaknanda,1,16500000,Ready_to_move,Resale,Apartment,12500
495,1100,2,2,Unfurnished,Safdarjung Enclave,Safdarjung Enclave,1,16300000,Ready_to_move,Resale,Apartment,14818
496,1550,4,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Mathura Road,2,16200000,Ready_to_move,Resale,Apartment,
497,1600,3,3,Unfurnished,"Saheta Apartment, Aashirwaad Chowk, Dwarka",dwarka,1,16200000,Ready_to_move,Resale,Apartment,
498,1500,3,2,Furnished,"New Jyoti Apartments, Aashirwaad Chowk, Dwarka",dwarka,1,16200000,Ready_to_move,Resale,Apartment,10700
499,1150,2,3,Semi-Furnished,"Deshbandhu Apartments, Kalkaji",kalkaji,2,16100000,Ready_to_move,Resale,Apartment,10000
500,1500,3,3,Semi-Furnished,"Karuna Vihar Apartment, Dwarka",dwarka,2,16000000,Ready_to_move,Resale,Apartment,3524
501,675,4,3,Furnished,"Yamuna Vihar, Shahdara",shahdara,2,16000000,Ready_to_move,Resale,Builder_Floor,22857
502,1500,3,3,Unfurnished,"DDA Mig Flat, Prasad Nagar, Karol Bagh",karol bagh,2,16000000,Ready_to_move,Resale,Apartment,14092
503,100,3,2,Semi-Furnished,"Patel Nagar East, Patel Nagar",Patel Nagar,2,16000000,Ready_to_move,Resale,Apartment,160000
504,1250,3,2,Semi-Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Mathura Road,2,16000000,Ready_to_move,Resale,Apartment,
505,1300,2,2,Semi-Furnished,Sheikh Sarai Phase 1,Sheikh Sarai,2,16000000,Ready_to_move,Resale,Apartment,12307
506,700,2,1,Furnished,"Yamuna Vihar, Shahdara",shahdara,2,16000000,Ready_to_move,New_Property,Builder_Floor,22857
507,1100,3,2,Semi-Furnished,Paschim Vihar,Paschim vihar,1,16000000,Ready_to_move,Resale,Apartment,14722
508,1500,3,2,Semi-Furnished,"Sukhdev Vihar, Okhla",okhla,1,16000000,Ready_to_move,Resale,Apartment,19841
509,1143,2,2,Unfurnished,"DDA MIG Flats Prasad Nagar Phase 2, Prasad Nagar, Karol Bagh",karol bagh,1,16000000,Ready_to_move,Resale,Apartment,125984
510,1250,3,2,Semi-Furnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",Moti Nagar,1,16000000,Ready_to_move,Resale,Apartment,12151
511,1200,2,2,Unfurnished,"Deshbandhu Apartments, Kalkaji",kalkaji,1,16000000,Ready_to_move,Resale,Apartment,18000
512,1560,3,2,Furnished,"Ashoka Apartments, Dwarka Sector 12",dwarka,2,15800000,Ready_to_move,Resale,Apartment,3524
513,1600,4,2,Semi-Furnished,"DDA Flats, Sarita Vihar, Mathura Road carpet area 1600 sqft status Ready to Move floor 1 out of 4 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Main Road society DDA Flats car parking 2 Open bathroom 2 balcony 2 ownership Freehold For sale First second third duplex in sarita vihar DDA Flates . this house free hold property clear titel . this flate well maintained and spacious peacefull location . no issue light water and parking read more Contact Agent View Phone No. Share Feedback Shree Balaji Real Estate Pvt. Ltd. Has Maximum Property Options Is the Top Agent of the Locality Is Trusted by All Users 21 Property Options in Sarita Vihar, Mathura Road Shree Balaji Real Estate Pvt. Ltd. Certified Agent Locality Superstar Maximum options in Sarita Vihar, Mathura Road",Mathura Road,2,15800000,Ready_to_move,Resale,Apartment,
514,900,2,2,Semi-Furnished,Lajpat Nagar 2,Lajpat,1,15800000,Ready_to_move,New_Property,Builder_Floor,22000
515,900,2,2,Semi-Furnished,Lajpat Nagar 2,Lajpat,1,15800000,Ready_to_move,New_Property,Builder_Floor,7000
516,1550,3,2,Semi-Furnished,"Bank Apartments, Aashirwaad Chowk, Dwarka carpet area 1550 sqft status Ready to Move floor 7 out of 7 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Garden/Park, Main Road society Bank Apartments car parking 1 Covered, 1 Open bathroom 2 balcony 3 ownership Freehold A spacious 3 Bedroom flat is available for sale in Dwarka , New Delhi.it is cornor building plenty of sunlight and airy. It is located on the 2 Floor. It has a covered area of 1500 Sq-ft. The flat has vitrified tiles & Mosiac flooring. The flat has 24 Hours Available water supply and No/Rare Powercut.. The property is fantastically located and is much sought-after. The property is available at a very competitive Price. read more Contact Agent View Phone No. Share Feedback Sikka Realtors Has Maximum Property Options Is the Top Agent of the Locality Is Trusted by All Users CRISIL Rating No of employees 12 Sikka Realtors Certified Agent Locality Superstar Aashirwaad Chowk, Dwarka 2500+ Buyers Served",dwarka,1,15800000,Ready_to_move,Resale,Apartment,
517,1600,3,2,Semi-Furnished,"Bank Apartments, Aashirwaad Chowk, Dwarka",dwarka,1,15800000,Ready_to_move,Resale,Apartment,
518,1480,3,2,Furnished,"Bank Apartments, Aashirwaad Chowk, Dwarka",dwarka,1,15800000,Ready_to_move,Resale,Apartment,
519,1320,3,2,Unfurnished,Alaknanda,Alaknanda,2,15600000,Ready_to_move,Resale,Apartment,12500
520,1600,3,3,Semi-Furnished,"Ashirwad Apartments, Dwarka",dwarka,1,15600000,Ready_to_move,Resale,Apartment,3524
521,1600,3,3,Semi-Furnished,"Ashirwad Apartments, Dwarka",dwarka,1,15600000,Ready_to_move,Resale,Apartment,
522,1450,3,3,Semi-Furnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",Moti Nagar,2,15500000,Ready_to_move,New_Property,Apartment,
523,1300,2,2,Semi-Furnished,Sheikh Sarai Phase 1,Sheikh Sarai,2,15500000,Ready_to_move,Resale,Apartment,11923
524,1300,4,3,Semi-Furnished,Rohini Sector 24,Rohini,1,15500000,Ready_to_move,New_Property,Builder_Floor,6667
525,1200,3,3,Semi-Furnished,"Ashirwad Apartments, Dwarka Sector 12",dwarka,1,15500000,Ready_to_move,Resale,Apartment,3524
526,1200,3,3,Semi-Furnished,"Ashirwad Apartments, Dwarka Sector 12",dwarka,1,15500000,Ready_to_move,Resale,Apartment,24718
527,1650,3,3,Semi-Furnished,"Rajasthan Apartment, Aashirwaad Chowk, Dwarka",dwarka,1,15500000,Ready_to_move,Resale,Apartment,
528,950,2,2,Furnished,"Citizen Apartment, Rohini Sector 13",Rohini,1,15500000,Ready_to_move,Resale,Apartment,6667
529,810,2,2,Semi-Furnished,Lajpat Nagar 2,Lajpat,1,15500000,Ready_to_move,New_Property,Builder_Floor,7000
530,1100,2,2,Unfurnished,Vasant Kunj,Vasant kunj,1,15500000,Ready_to_move,Resale,Apartment,15500
531,1078,3,2,Unfurnished,Paschim Vihar,Paschim vihar,1,15500000,Ready_to_move,New_Property,Builder_Floor,
532,1800,3,2,Semi-Furnished,"Pushpanjali Apartments, Aashirwaad Chowk, Dwarka",dwarka,1,15500000,Ready_to_move,Resale,Apartment,
533,1850,3,2,Semi-Furnished,"Aashirwaad Chowk, Dwarka",dwarka,1,15500000,Ready_to_move,Resale,Apartment,
